ENSEMBL	SYMBOL	ENTREZID
ENSG00000232525	SS18L2P1	NA
ENSG00000232526	VDAC1P13	NA
ENSG00000232527	ENST00000294715	
ENSG00000232527	ENST00000420597	
ENSG00000232527	ENST00000452399	
ENSG00000232527	ENST00000457390	
ENSG00000232528	ENST00000418979	
ENSG00000232528	ENST00000458670	
ENSG00000232529	ENST00000453579	
ENSG00000232530	LIF-AS1	NA
ENSG00000232531	ENST00000413684	
ENSG00000232533	ENST00000429630	
ENSG00000232535	OR5H8	NA
ENSG00000232536	ENST00000434112	
ENSG00000232537	ENST00000416349	
ENSG00000232539	LINC00945	NA
ENSG00000232540	RPL36P19	NA
ENSG00000232542	DPYD-IT1	NA
ENSG00000232543	IGHD4-11	NA
ENSG00000232545	ENST00000444093	
ENSG00000232546	ENST00000419595	
ENSG00000232548	LINC01809	NA
ENSG00000232549	SRD5A1P1	NA
ENSG00000232551	MTCO1P14	NA
ENSG00000232553	CLK2P1	NA
ENSG00000232554	RSU1P2	NA
ENSG00000232555	ENST00000445613	
ENSG00000232556	ENST00000452117	
ENSG00000232557	ENST00000411815	
ENSG00000232558	KCND3-IT1	NA
ENSG00000232560	LINC01549	NA
ENSG00000232562	TPMTP3	NA
ENSG00000232563	CRB3P1	NA
ENSG00000232564	ENST00000417123	
ENSG00000232568	RPL23AP35	NA
ENSG00000232573	RPL3P4	NA
ENSG00000232576	ENST00000440519	
ENSG00000232578	ENST00000506586	
ENSG00000232579	MTCO1P27	NA
ENSG00000232581	ENST00000434951	
ENSG00000232582	ENST00000454984	
ENSG00000232583	GPR143P	NA
ENSG00000232585	OFD1P12Y	NA
ENSG00000232586	KIAA1614-AS1	NA
ENSG00000232587	EEF1A1P3	NA
ENSG00000232590	ENST00000422909	
ENSG00000232591	ENST00000420395	
ENSG00000232593	KANTR	NA
ENSG00000232594	ENST00000454384	
ENSG00000232595	CST2P1	NA
ENSG00000232596	LINC01646	NA
ENSG00000232597	ENST00000455716	
ENSG00000232597	ENST00000618581	
ENSG00000232598	ENST00000427609	
ENSG00000232599	ENST00000422498	
ENSG00000232600	TONSL-AS1	NA
ENSG00000232601	ENST00000411665	
ENSG00000232603	ENST00000443400	
ENSG00000232604	ENST00000418451	
ENSG00000232605	HMGN2P11	NA
ENSG00000232606	LINC01412	NA
ENSG00000232608	TIMM9P2	NA
ENSG00000232610	CCT6P4	NA
ENSG00000232611	ENST00000435597	
ENSG00000232612	RPL31P35	NA
ENSG00000232613	LINC02576	NA
ENSG00000232614	USP9YP9	NA
ENSG00000232615	ENST00000512270	
ENSG00000232617	ENST00000426129	
ENSG00000232618	ENST00000417650	
ENSG00000232620	TSPY17P	NA
ENSG00000232621	C4BPAP2	NA
ENSG00000232622	ENST00000418010	
ENSG00000232623	ENST00000450936	
ENSG00000232624	LINC01517	283080
ENSG00000232625	RPL23AP31	NA
ENSG00000232626	ENST00000417053	
ENSG00000232626	ENST00000602961	
ENSG00000232627	ENST00000425959	
ENSG00000232628	ENST00000436706	
ENSG00000232628	ENST00000453760	
ENSG00000232629	HLA-DQB2	3120
ENSG00000232630	PRPS1P2	NA
ENSG00000232631	MTND2P23	NA
ENSG00000232633	ENST00000416046	
ENSG00000232633	ENST00000510381	
ENSG00000232634	NEFLP1	NA
ENSG00000232636	ENST00000607309	
ENSG00000232638	ENST00000418270	
ENSG00000232640	ENST00000413088	
ENSG00000232642	ENST00000428344	
ENSG00000232642	ENST00000438414	
ENSG00000232643	LINC00385	NA
ENSG00000232644	ENST00000450430	
ENSG00000232645	LINC01431	NA
ENSG00000232646	ENST00000442202	
ENSG00000232647	POLR3KP1	NA
ENSG00000232648	ENST00000457303	
ENSG00000232650	LINC01780	NA
ENSG00000232653	GOLGA8N	643699
ENSG00000232654	FAM136BP	NA
ENSG00000232655	LINC01656	NA
ENSG00000232656	IDI2-AS1	NA
ENSG00000232658	ENST00000411966	
ENSG00000232661	CFTR-AS1	NA
ENSG00000232662	LDHBP1	NA
ENSG00000232663	ENST00000431968	
ENSG00000232664	LARP1BP3	NA
ENSG00000232665	PHBP10	NA
ENSG00000232667	ENST00000437763	
ENSG00000232667	ENST00000598433	
ENSG00000232667	ENST00000601205	
ENSG00000232667	ENST00000605580	
ENSG00000232667	ENST00000614026	
ENSG00000232667	ENST00000614372	
ENSG00000232667	ENST00000615768	
ENSG00000232667	ENST00000615960	
ENSG00000232667	ENST00000616139	
ENSG00000232667	ENST00000617602	
ENSG00000232667	ENST00000619137	
ENSG00000232667	ENST00000620108	
ENSG00000232667	ENST00000622465	
ENSG00000232667	ENST00000625280	
ENSG00000232667	ENST00000626415	
ENSG00000232667	ENST00000627003	
ENSG00000232667	ENST00000628800	
ENSG00000232667	ENST00000629436	
ENSG00000232667	ENST00000629714	
ENSG00000232667	ENST00000630442	
ENSG00000232668	ENST00000438648	
ENSG00000232671	ENST00000447795	
ENSG00000232671	ENST00000494138	
ENSG00000232672	ACTG1P21	NA
ENSG00000232675	ENST00000435992	
ENSG00000232675	ENST00000593770	
ENSG00000232675	ENST00000598694	
ENSG00000232675	ENST00000600889	
ENSG00000232675	ENST00000608187	
ENSG00000232675	ENST00000608476	
ENSG00000232675	ENST00000609610	
ENSG00000232675	ENST00000609846	
ENSG00000232676	ADH5P2	NA
ENSG00000232677	LINC00665	NA
ENSG00000232678	SPTLC1P4	NA
ENSG00000232679	LINC01705	NA
ENSG00000232680	ENST00000428426	
ENSG00000232682	ENST00000414383	
ENSG00000232682	ENST00000619719	
ENSG00000232684	ATP11A-AS1	NA
ENSG00000232685	LINC00442	NA
ENSG00000232687	RPL12P9	NA
ENSG00000232688	LINC01628	NA
ENSG00000232690	HSPE1P9	NA
ENSG00000232692	ENST00000421771	
ENSG00000232692	ENST00000429340	
ENSG00000232692	ENST00000444306	
ENSG00000232692	ENST00000452460	
ENSG00000232693	ENST00000419244	
ENSG00000232695	ELOCP17	NA
ENSG00000232696	ENST00000444077	
ENSG00000232699	BDH2P1	NA
ENSG00000232701	RPL21P108	NA
ENSG00000232702	ENST00000416077	
ENSG00000232706	NUTM2HP	NA
ENSG00000232707	AP1B1P2	NA
ENSG00000232709	MARK2P9	NA
ENSG00000232710	ENST00000428786	
ENSG00000232712	KIZ-AS1	NA
ENSG00000232713	ENST00000451515	
ENSG00000232714	MTND3P8	NA
ENSG00000232715	LINC01022	NA
ENSG00000232716	ENST00000446451	
ENSG00000232717	TRIM51JP	NA
ENSG00000232718	GAPDHP48	NA
ENSG00000232719	ENST00000448256	
ENSG00000232721	ENST00000443018	
ENSG00000232722	MROH4P	NA
ENSG00000232723	ENST00000450311	
ENSG00000232724	TRIM80P	NA
ENSG00000232725	ENST00000416854	
ENSG00000232725	ENST00000434284	
ENSG00000232727	YWHAEP1	NA
ENSG00000232728	PHB2P1	NA
ENSG00000232729	ENST00000434256	
ENSG00000232729	ENST00000450426	
ENSG00000232729	ENST00000594967	
ENSG00000232729	ENST00000595409	
ENSG00000232729	ENST00000601921	
ENSG00000232729	ENST00000619652	
ENSG00000232730	FAM8A4P	NA
ENSG00000232732	ENST00000413557	
ENSG00000232732	ENST00000417006	
ENSG00000232732	ENST00000454153	
ENSG00000232732	ENST00000457577	
ENSG00000232732	ENST00000593735	
ENSG00000232732	ENST00000593806	
ENSG00000232732	ENST00000593967	
ENSG00000232732	ENST00000594069	
ENSG00000232732	ENST00000594091	
ENSG00000232732	ENST00000596255	
ENSG00000232732	ENST00000596619	
ENSG00000232732	ENST00000597051	
ENSG00000232732	ENST00000597899	
ENSG00000232732	ENST00000598349	
ENSG00000232732	ENST00000599089	
ENSG00000232732	ENST00000599977	
ENSG00000232732	ENST00000600062	
ENSG00000232732	ENST00000600604	
ENSG00000232732	ENST00000600829	
ENSG00000232732	ENST00000600956	
ENSG00000232732	ENST00000601136	
ENSG00000232732	ENST00000608040	
ENSG00000232732	ENST00000608419	
ENSG00000232732	ENST00000608498	
ENSG00000232732	ENST00000608985	
ENSG00000232732	ENST00000620760	
ENSG00000232732	ENST00000625205	
ENSG00000232732	ENST00000625315	
ENSG00000232732	ENST00000625701	
ENSG00000232732	ENST00000625919	
ENSG00000232732	ENST00000626071	
ENSG00000232732	ENST00000626167	
ENSG00000232732	ENST00000626281	
ENSG00000232732	ENST00000626310	
ENSG00000232732	ENST00000626349	
ENSG00000232732	ENST00000626367	
ENSG00000232732	ENST00000627086	
ENSG00000232732	ENST00000627240	
ENSG00000232732	ENST00000627558	
ENSG00000232732	ENST00000627986	
ENSG00000232732	ENST00000628148	
ENSG00000232732	ENST00000628532	
ENSG00000232732	ENST00000628719	
ENSG00000232732	ENST00000629116	
ENSG00000232732	ENST00000629287	
ENSG00000232732	ENST00000629985	
ENSG00000232732	ENST00000630064	
ENSG00000232732	ENST00000630713	
ENSG00000232732	ENST00000630822	
ENSG00000232732	ENST00000630836	
ENSG00000232732	ENST00000631012	
ENSG00000232734	ATP5MC1P7	NA
ENSG00000232735	ATG4AP1	NA
ENSG00000232736	ENST00000457394	
ENSG00000232738	ENST00000428769	
ENSG00000232739	ENST00000433455	
ENSG00000232740	LINC01826	NA
ENSG00000232742	RHOQP2	NA
ENSG00000232743	ELF2P3	NA
ENSG00000232744	USP9YP16	NA
ENSG00000232746	LINC02022	NA
ENSG00000232747	IGKV1D-35	NA
ENSG00000232748	ENST00000417110	
ENSG00000232748	ENST00000622229	
ENSG00000232749	ENST00000422010	
ENSG00000232750	ENST00000431587	
ENSG00000232751	ENST00000433683	
ENSG00000232752	MTCO3P21	NA
ENSG00000232754	ENST00000415054	
ENSG00000232756	ENST00000431722	
ENSG00000232756	ENST00000438324	
ENSG00000232756	ENST00000454234	
ENSG00000232757	ETF1P1	NA
ENSG00000232759	ENST00000435127	
ENSG00000232760	ENST00000432853	
ENSG00000232762	ENST00000446686	
ENSG00000232764	TRIM60P8Y	NA
ENSG00000232765	ENST00000440645	
ENSG00000232765	ENST00000514681	
ENSG00000232766	ENST00000438957	
ENSG00000232767	ENST00000433600	
ENSG00000232768	ENST00000429616	
ENSG00000232771	PPP1R26P5	NA
ENSG00000232772	MTND4P22	NA
ENSG00000232773	DEFB130D	NA
ENSG00000232774	ENST00000229465	
ENSG00000232774	ENST00000556569	
ENSG00000232774	ENST00000556717	
ENSG00000232775	BMS1P22	NA
ENSG00000232777	MRPL51P2	NA
ENSG00000232778	RPL23AP50	NA
ENSG00000232780	GAPDHP74	NA
ENSG00000232783	FRG2FP	NA
ENSG00000232786	TIMM9P3	NA
ENSG00000232787	OR7L1P	NA
ENSG00000232788	ENST00000417539	
ENSG00000232788	ENST00000458314	
ENSG00000232789	ENST00000448375	
ENSG00000232790	LINC01162	NA
ENSG00000232791	OR11I1P	NA
ENSG00000232792	FTH1P25	NA
ENSG00000232793	DNAJC19P8	NA
ENSG00000232794	HNRNPDP1	NA
ENSG00000232795	SCAND3P1	NA
ENSG00000232797	FAM207CP	NA
ENSG00000232798	ENST00000436337	
ENSG00000232799	CRYGFP	NA
ENSG00000232800	SLC7A15P	NA
ENSG00000232801	SDCBPP3	NA
ENSG00000232803	SLCO4A1-AS1	NA
ENSG00000232805	NIP7P1	NA
ENSG00000232806	ENST00000415820	
ENSG00000232807	ENST00000397264	
ENSG00000232807	ENST00000448685	
ENSG00000232807	ENST00000454321	
ENSG00000232808	TTTY20	NA
ENSG00000232809	VDAC1P10	NA
ENSG00000232810	TNF	7124
ENSG00000232811	ENST00000440689	
ENSG00000232812	LINC01717	NA
ENSG00000232813	ENST00000433189	
ENSG00000232814	COL4A2-AS1	NA
ENSG00000232815	DUX4L50	NA
ENSG00000232817	ENST00000450077	
ENSG00000232818	RPS2P32	NA
ENSG00000232821	ENST00000419944	
ENSG00000232823	TXNP1	NA
ENSG00000232824	PRR13P1	NA
ENSG00000232825	ENST00000425113	
ENSG00000232827	LINC01189	NA
ENSG00000232828	ENST00000416061	
ENSG00000232829	GSTO3P	NA
ENSG00000232830	ENST00000468519	
ENSG00000232832	LMLN-AS1	NA
ENSG00000232834	ENST00000456549	
ENSG00000232835	ENST00000425763	
ENSG00000232837	LINC01700	NA
ENSG00000232838	PET117	100303755
ENSG00000232841	BRWD1P3	NA
ENSG00000232842	ENST00000444292	
ENSG00000232843	SNX18P2	NA
ENSG00000232845	TRAPPC2P9	NA
ENSG00000232846	SLC25A6P3	NA
ENSG00000232848	ENST00000399343	
ENSG00000232849	LINC00363	NA
ENSG00000232850	ENST00000443493	
ENSG00000232851	ATP5MFP3	NA
ENSG00000232852	CICP4	NA
ENSG00000232853	LUZP4P1	NA
ENSG00000232855	ENST00000430247	
ENSG00000232855	ENST00000433310	
ENSG00000232855	ENST00000452028	
ENSG00000232857	KATNBL1P2	NA
ENSG00000232858	RPL34P27	NA
ENSG00000232859	LYRM9	201229
ENSG00000232860	SMG7-AS1	NA
ENSG00000232862	ENST00000437804	
ENSG00000232862	ENST00000446354	
ENSG00000232864	NUCKS1P1	NA
ENSG00000232867	ENST00000422804	
ENSG00000232869	TRBV29-1	NA
ENSG00000232871	SEC1P	NA
ENSG00000232872	CTAGE3P	NA
ENSG00000232873	RPL23AP93	NA
ENSG00000232874	ENST00000418353	
ENSG00000232875	HMGN2P35	NA
ENSG00000232876	ENST00000447508	
ENSG00000232878	DPYD-AS1	NA
ENSG00000232879	ENST00000433122	
ENSG00000232880	NDUFB4P10	NA
ENSG00000232881	RPS10P21	NA
ENSG00000232882	PHKA1P1	NA
ENSG00000232883	ENST00000448115	
ENSG00000232884	ENST00000454128	
ENSG00000232884	ENST00000455253	
ENSG00000232885	GPC5-AS2	NA
ENSG00000232886	ENST00000430064	
ENSG00000232887	ENST00000438721	
ENSG00000232888	RPS11P5	NA
ENSG00000232889	ENST00000448505	
ENSG00000232891	ENST00000430770	
ENSG00000232892	ENST00000415437	
ENSG00000232893	IQCA1-AS1	NA
ENSG00000232894	MRPS31P2	NA
ENSG00000232895	ENST00000420156	
ENSG00000232896	ENST00000451108	
ENSG00000232897	ENST00000413815	
ENSG00000232899	CDY9P	NA
ENSG00000232900	ENST00000448859	
ENSG00000232901	CYCSP10	NA
ENSG00000232903	LINC01166	NA
ENSG00000232905	ENST00000437852	
ENSG00000232906	ENST00000447960	
ENSG00000232907	DLGAP4-AS1	NA
ENSG00000232908	HSD17B7P1	NA
ENSG00000232909	ENST00000452048	
ENSG00000232910	RAB9AP1	NA
ENSG00000232912	ENST00000444276	
ENSG00000232912	ENST00000449895	
ENSG00000232913	PLCE1-AS2	NA
ENSG00000232914	TRAPPC2P4	NA
ENSG00000232915	ENST00000427150	
ENSG00000232916	HMGN2P27	NA
ENSG00000232917	HSPE1P6	NA
ENSG00000232918	ENST00000442943	
ENSG00000232920	LINC01400	NA
ENSG00000232922	MTND6P24	NA
ENSG00000232924	ELOCP4	NA
ENSG00000232925	MRPS16P2	NA
ENSG00000232926	ENST00000420617	
ENSG00000232927	USP12PY	NA
ENSG00000232928	DDX3P1	NA
ENSG00000232930	ENST00000446024	
ENSG00000232931	LINC00342	NA
ENSG00000232934	ENST00000424422	
ENSG00000232934	ENST00000449782	
ENSG00000232934	ENST00000594870	
ENSG00000232934	ENST00000598447	
ENSG00000232934	ENST00000627339	
ENSG00000232934	ENST00000627771	
ENSG00000232934	ENST00000631085	
ENSG00000232935	ENST00000420941	
ENSG00000232936	ENST00000451733	
ENSG00000232936	ENST00000454174	
ENSG00000232937	ENST00000420382	
ENSG00000232938	RPL23AP87	NA
ENSG00000232939	ENST00000449258	
ENSG00000232940	HCG25	NA
ENSG00000232943	ENST00000432363	
ENSG00000232944	ENST00000430165	
ENSG00000232946	ENST00000427308	
ENSG00000232947	LINC02543	NA
ENSG00000232948	DEFB130A	245940
ENSG00000232949	ENST00000439823	
ENSG00000232950	ZNF519P1	NA
ENSG00000232951	IPO7P1	NA
ENSG00000232952	ENST00000415279	
ENSG00000232953	HSPA8P18	NA
ENSG00000232954	LINC00374	NA
ENSG00000232956	SNHG15	NA
ENSG00000232958	ENST00000440877	
ENSG00000232959	ENST00000440321	
ENSG00000232963	HMGN2P20	NA
ENSG00000232964	LINC01737	NA
ENSG00000232965	RPS12P18	NA
ENSG00000232968	EIF4EP4	NA
ENSG00000232969	ENST00000426029	
ENSG00000232970	POLHP1	NA
ENSG00000232971	ENST00000437400	
ENSG00000232973	CYP1B1-AS1	NA
ENSG00000232975	MTCO1P57	NA
ENSG00000232976	TRIM60P10Y	NA
ENSG00000232977	LINC00327	NA
ENSG00000232978	ENST00000417577	
ENSG00000232979	ENST00000430932	
ENSG00000232981	MTCO1P51	NA
ENSG00000232982	MTCO1P45	NA
ENSG00000232983	ENST00000441226	
ENSG00000232985	ENST00000453367	
ENSG00000232986	ENST00000452207	
ENSG00000232987	LINC01219	NA
ENSG00000232989	ENST00000456364	
ENSG00000232990	MTATP6P7	NA
ENSG00000232991	GACAT1	NA
ENSG00000232992	AHCYP4	NA
ENSG00000232993	ENST00000447867	
ENSG00000232994	RPL7P14	NA
ENSG00000232995	ENST00000427213	
ENSG00000232995	ENST00000429865	
ENSG00000232995	ENST00000439699	
ENSG00000232995	ENST00000449680	
ENSG00000232995	ENST00000451759	
ENSG00000232995	ENST00000526176	
ENSG00000232995	ENST00000528019	
ENSG00000232995	ENST00000528689	
ENSG00000232995	ENST00000528818	
ENSG00000232998	VPS13A-AS1	NA
ENSG00000232999	ENST00000454998	
ENSG00000233002	ENST00000433873	
ENSG00000233002	ENST00000434017	
ENSG00000233002	ENST00000580194	
ENSG00000233003	CICP26	NA
ENSG00000233005	ENST00000435237	
ENSG00000233005	ENST00000457901	
ENSG00000233006	MIR3936HG	NA
ENSG00000233007	UBTFL11	NA
ENSG00000233008	LINC01725	NA
ENSG00000233009	NALCN-AS1	NA
ENSG00000233010	RPEP4	NA
ENSG00000233011	SLC9A3P1	NA
ENSG00000233012	HDAC1P2	NA
ENSG00000233013	FAM157B	NA
ENSG00000233014	TBC1D3P7	NA
ENSG00000233015	SLC25A6P1	NA
ENSG00000233016	SNHG7	NA
ENSG00000233017	ENST00000433121	
ENSG00000233017	ENST00000615180	
ENSG00000233017	ENST00000618678	
ENSG00000233017	ENST00000622414	
ENSG00000233018	ENST00000426692	
ENSG00000233020	ENST00000456361	
ENSG00000233021	ENST00000425723	
ENSG00000233024	ENST00000327792	
ENSG00000233024	ENST00000427999	
ENSG00000233024	ENST00000526166	
ENSG00000233024	ENST00000528301	
ENSG00000233024	ENST00000531453	
ENSG00000233024	ENST00000533010	
ENSG00000233024	ENST00000543228	
ENSG00000233024	ENST00000545114	
ENSG00000233024	ENST00000546267	
ENSG00000233025	CRYZP1	NA
ENSG00000233026	MTCO1P5	NA
ENSG00000233028	ENST00000450065	
ENSG00000233029	ENST00000457996	
ENSG00000233030	ENST00000428289	
ENSG00000233031	ENST00000448842	
ENSG00000233033	CASK-AS1	NA
ENSG00000233036	KRTAP8-2P	NA
ENSG00000233037	ENST00000414271	
ENSG00000233038	ENST00000434059	
ENSG00000233038	ENST00000436151	
ENSG00000233038	ENST00000438047	
ENSG00000233038	ENST00000443338	
ENSG00000233039	MTND5P30	NA
ENSG00000233040	FAM204BP	NA
ENSG00000233041	PHGR1	644844
ENSG00000233044	ENST00000442936	
ENSG00000233045	ENST00000429515	
ENSG00000233047	LINC01677	NA
ENSG00000233048	LINC01722	NA
ENSG00000233050	DEFB130B	100133267
ENSG00000233052	ENST00000432987	
ENSG00000233055	ENST00000418219	
ENSG00000233056	ERVH48-1	90625
ENSG00000233057	EEF1A1P14	NA
ENSG00000233058	LINC00884	NA
ENSG00000233060	ENST00000455541	
ENSG00000233061	TTLL7-IT1	NA
ENSG00000233063	SAR1AP4	NA
ENSG00000233064	ENST00000454882	
ENSG00000233067	PTCHD1-AS	NA
ENSG00000233068	ENST00000445883	
ENSG00000233068	ENST00000450255	
ENSG00000233069	ENST00000436642	
ENSG00000233070	ZFY-AS1	NA
ENSG00000233071	RPSAP59	NA
ENSG00000233072	RPS15AP6	NA
ENSG00000233073	ENST00000418031	
ENSG00000233073	ENST00000452471	
ENSG00000233077	LINC01271	NA
ENSG00000233078	ENST00000437156	
ENSG00000233079	LINC01755	NA
ENSG00000233080	LINC01399	NA
ENSG00000233081	ENST00000442072	
ENSG00000233082	ENST00000453798	
ENSG00000233083	FTH1P6	NA
ENSG00000233084	RPL23AP25	NA
ENSG00000233085	ENST00000435612	
ENSG00000233085	ENST00000457833	
ENSG00000233086	ENST00000413352	
ENSG00000233086	ENST00000424980	
ENSG00000233086	ENST00000608561	
ENSG00000233086	ENST00000628133	
ENSG00000233087	RAB6D	150786
ENSG00000233090	ENST00000435593	
ENSG00000233093	LINC00892	NA
ENSG00000233096	ENST00000453828	
ENSG00000233098	CCDC144NL-AS1	NA
ENSG00000233099	ENST00000436206	
ENSG00000233101	HOXB-AS3	NA
ENSG00000233103	ENST00000437466	
ENSG00000233105	ENST00000455643	
ENSG00000233106	RPL12P3	NA
ENSG00000233107	SUCLA2P2	NA
ENSG00000233108	ENST00000428660	
ENSG00000233109	ENST00000522657	
ENSG00000233110	ENST00000411847	
ENSG00000233111	RAB1C	NA
ENSG00000233114	ENST00000426289	
ENSG00000233115	FAM90A11P	NA
ENSG00000233117	LINC00702	NA
ENSG00000233118	UBE2V1P8	NA
ENSG00000233120	USP9YP15	NA
ENSG00000233121	VN1R20P	NA
ENSG00000233122	CTAGE7P	NA
ENSG00000233123	LINC01007	NA
ENSG00000233124	LINC00456	NA
ENSG00000233125	ACTBP12	NA
ENSG00000233126	ZNF736P3Y	NA
ENSG00000233128	LINC01794	NA
ENSG00000233129	ENST00000438864	
ENSG00000233131	ENST00000416186	
ENSG00000233132	FAM90A3P	NA
ENSG00000233133	ENST00000458010	
ENSG00000233134	MTND3P17	NA
ENSG00000233135	RPS27P18	NA
ENSG00000233136	USP17L11	100287178
ENSG00000233138	ENST00000437067	
ENSG00000233139	ENST00000448031	
ENSG00000233143	DIRC3-AS1	NA
ENSG00000233144	ENST00000427492	
ENSG00000233145	ENST00000417426	
ENSG00000233146	BPIFB5P	NA
ENSG00000233148	SYF2P2	NA
ENSG00000233153	UBE2E2-AS1	NA
ENSG00000233154	LINC01762	NA
ENSG00000233155	HMGA1P8	NA
ENSG00000233156	HSFY8P	NA
ENSG00000233157	ENST00000419730	
ENSG00000233158	RPS24P6	NA
ENSG00000233159	ENST00000415722	
ENSG00000233162	MORF4L1P6	NA
ENSG00000233163	RPS12P17	NA
ENSG00000233167	EEF1A1P26	NA
ENSG00000233170	ENST00000521192	
ENSG00000233173	VN1R34P	NA
ENSG00000233175	ENST00000393507	
ENSG00000233175	ENST00000587534	
ENSG00000233176	OR7E157P	NA
ENSG00000233178	ENST00000446984	
ENSG00000233178	ENST00000590767	
ENSG00000233178	ENST00000592778	
ENSG00000233178	ENST00000609241	
ENSG00000233178	ENST00000629161	
ENSG00000233178	ENST00000629181	
ENSG00000233179	ENST00000453866	
ENSG00000233183	ENST00000451317	
ENSG00000233183	ENST00000526556	
ENSG00000233183	ENST00000530000	
ENSG00000233184	ENST00000416329	
ENSG00000233184	ENST00000446527	
ENSG00000233184	ENST00000449473	
ENSG00000233184	ENST00000451213	
ENSG00000233184	ENST00000453011	
ENSG00000233184	ENST00000454721	
ENSG00000233186	KLF4P1	NA
ENSG00000233189	RPL12P29	NA
ENSG00000233190	RPS24P13	NA
ENSG00000233191	ENST00000433660	
ENSG00000233193	ENST00000433051	
ENSG00000233196	ENST00000450032	
ENSG00000233197	TMEM256P1	NA
ENSG00000233198	RNF224	643596
ENSG00000233200	ENST00000439198	
ENSG00000233203	ENST00000433690	
ENSG00000233203	ENST00000436033	
ENSG00000233203	ENST00000443284	
ENSG00000233203	ENST00000455380	
ENSG00000233204	MAPRE1P3	NA
ENSG00000233205	ENST00000431142	
ENSG00000233206	RPS3AP1	NA
ENSG00000233208	LINC00642	NA
ENSG00000233211	GRPEL2P1	NA
ENSG00000233213	KCNJ6-AS1	NA
ENSG00000233214	ENST00000413796	
ENSG00000233215	LINC01687	NA
ENSG00000233216	ENST00000394974	
ENSG00000233217	MROH3P	NA
ENSG00000233219	ENST00000440074	
ENSG00000233220	LINC00167	NA
ENSG00000233221	ENST00000429282	
ENSG00000233221	ENST00000446213	
ENSG00000233222	ENST00000434575	
ENSG00000233223	ENST00000415124	
ENSG00000233223	ENST00000417897	
ENSG00000233223	ENST00000572046	
ENSG00000233223	ENST00000573187	
ENSG00000233225	ENST00000395959	
ENSG00000233228	LPCAT2BP	NA
ENSG00000233229	CNOT7P1	NA
ENSG00000233230	ENST00000417692	
ENSG00000233230	ENST00000432064	
ENSG00000233230	ENST00000439870	
ENSG00000233231	HNRNPA1P49	NA
ENSG00000233232	NPIPB7	NA
ENSG00000233234	ENST00000457440	
ENSG00000233235	ENST00000428912	
ENSG00000233236	LINC02573	NA
ENSG00000233237	LINC00472	NA
ENSG00000233238	DEFA9P	NA
ENSG00000233242	ENST00000426946	
ENSG00000233243	ENST00000421897	
ENSG00000233246	ENST00000432703	
ENSG00000233247	ENST00000411687	
ENSG00000233248	MTND6P9	NA
ENSG00000233250	ENST00000418049	
ENSG00000233251	ENST00000432793	
ENSG00000233251	ENST00000447423	
ENSG00000233251	ENST00000596663	
ENSG00000233252	CRIP1P1	NA
ENSG00000233254	RPL21P134	NA
ENSG00000233256	ENST00000448272	
ENSG00000233258	ENST00000432108	
ENSG00000233259	FABP3P2	NA
ENSG00000233260	RPSAP63	NA
ENSG00000233261	FAM238A	NA
ENSG00000233262	ENST00000419815	
ENSG00000233263	ENST00000418056	
ENSG00000233264	ENST00000454684	
ENSG00000233265	MICF	NA
ENSG00000233266	HMGB1P31	NA
ENSG00000233268	ENST00000426570	
ENSG00000233270	SNRPEP4	NA
ENSG00000233271	ENST00000436960	
ENSG00000233272	PNPT1P2	NA
ENSG00000233273	AMMECR1LP1	NA
ENSG00000233275	ENST00000431026	
ENSG00000233276	GPX1	2876
ENSG00000233277	LINC01728	NA
ENSG00000233278	RPS26P2	NA
ENSG00000233285	MTCYBP10	NA
ENSG00000233286	MTND3P10	NA
ENSG00000233287	ENST00000427253	
ENSG00000233288	ENST00000429367	
ENSG00000233290	ENST00000420549	
ENSG00000233291	RPL7AP61	NA
ENSG00000233292	ENST00000453728	
ENSG00000233293	ENST00000413983	
ENSG00000233295	FAM90A20P	NA
ENSG00000233296	ENST00000435573	
ENSG00000233296	ENST00000445418	
ENSG00000233297	RASA4DP	NA
ENSG00000233299	HIGD1AP4	NA
ENSG00000233300	EIF4A1P1	NA
ENSG00000233301	OR4C14P	NA
ENSG00000233303	XXYLT1-AS1	NA
ENSG00000233304	LINC01346	NA
ENSG00000233306	TRGV2	NA
ENSG00000233307	ENST00000443436	
ENSG00000233308	OSTN-AS1	NA
ENSG00000233309	RPS6P12	NA
ENSG00000233311	MTCO1P54	NA
ENSG00000233313	HMGA1P5	NA
ENSG00000233316	DSCR10	NA
ENSG00000233318	RPL31P45	NA
ENSG00000233319	PPIAP32	NA
ENSG00000233321	ENST00000413993	
ENSG00000233324	EEF1A1P34	NA
ENSG00000233325	MIPEPP3	NA
ENSG00000233327	USP32P2	NA
ENSG00000233328	PFN1P1	NA
ENSG00000233329	ENST00000430283	
ENSG00000233330	ENST00000419134	
ENSG00000233332	ENST00000412483	
ENSG00000233333	RNFT1P2	NA
ENSG00000233334	FAM53B-AS1	NA
ENSG00000233335	ENST00000446949	
ENSG00000233336	ENST00000437631	
ENSG00000233337	UBE2FP3	NA
ENSG00000233338	TLR8-AS1	NA
ENSG00000233339	ENST00000419904	
ENSG00000233340	ENST00000443652	
ENSG00000233342	ENST00000420601	
ENSG00000233343	ATP6V1G1P4	NA
ENSG00000233347	ERP29P1	NA
ENSG00000233349	LINC00333	NA
ENSG00000233351	ENST00000442449	
